seq,ecological domination
The CCDR recommends cross-sector coordination and mobilizing financing to sustain ecosystem conservation results.,0.8532592600042169
It also highlights both the adaptation and mitigation benefits of nature-based solutions as ecosystem restoration activities.,0.3061005852439187
"The Government’s ambitious EP&HQD strategy for the YRB is supported by strong political and financial commitments from central, provincial, and local governments and agencies.",0.8393955230712891
"As in the case of YRB-HS, the PforR instrument was also selected for this YRB-GS Program as it can leverage significant resources under existing Government programs to achieve impacts beyond traditional Investment Project Financing (IPF) operation.",0.9076838059858843
"It also provides an opportunity to introduce performance-based incentives to improve the efficiency, effectiveness, and impact of expenditures by linking the disbursement of funds to the achievement of specific results.",0.87107008153742
The proposed Program builds on the World Bank’s extensive international experience and the lessons learned from previous and ongoing World Bank-financed operations on ecosystem restoration and protection.,0.8692136244340376
"The World Bank has a long history of supporting ecosystem protection, restoration, biodiversity conservation, and environmental and water resource management globally and in China, with highlights including projects supporting the Xiaolangdi Multipurpose Dam and Loess Plateau watershed rehabilitation.",0.8090445778586648
China now highlights ecosystem integrity and health as the core of its high-quality development.,0.7279409061778676
The World Bank brings global experience and expertise in incorporating ecosystem management into long-term development and balancing various competing demands on limited ecosystem services in water scarce river basins.,0.8863046819513495
"The proposed Program particularly leverages the innovations of the YRB-HS, by building on the “ET-EC-ES” approach to address the interconnection of water consumption, environmental quality and capacity, and ecosystem services under the YRB’s rigid water constraints.",0.8676387613469904
"The YRB Plan, approved in 2021, highlights four general principles of the YRB national strategy: (a) prioritizing ecological protection, restoration, and green development; (b) enhancing water saving and developing socio-economic activities that comply with water availability constraints; (c) improving spatial planning and development by incorporating ecosystem considerations; and (d) strengthening cross-sectoral coordination and inter-jurisdictional cooperation.",0.7756363261829723
"The YRB Plan specifies six key task areas, including enhancing ecological and environmental protection; promoting water conservation; strengthening disaster management; enhancing integrated pollution management; facilitating high-quality development; and protecting and promoting the Yellow River culture.",0.8008035312999379
"Guided by the YRB Plan, Gansu and Shandong developed their respective provincial ‘Yellow River Basin Ecological Protection and High-quality Development Plan’ (hereafter the Gansu YRB Plan and the Shandong YRB Plan) for 2021 - 2030.",0.5355037342418324
The Gansu YRB Plan calls for a new and integrated model for natural resource and ecosystem management in the upper reach of the Yellow River.,0.85694035616788
"Specifically, it outlines tasks in twelve priority areas, including enhancing water conservation capacity through ecosystem restoration, promoting soil and water conservation in the Loess plateau, promoting integrated  The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) environmental pollution management, strengthening water saving, and improving resilience towards climate- exacerbated disasters.",0.8643241362138228
The Shandong YRB Plan aims to protect and restore the Yellow River Delta and calls for a new and integrated model for natural resource and ecosystem management.,0.8444007526744496
"Specifically, it promotes activities in nine priority areas, including building an ecological corridor along the lower reaches of the Yellow River, promoting integrated environmental pollution management, strengthening water conservation, and improving resilience towards climate-exacerbated disasters.",0.7582147771661932
Each provincial government program includes a set of investments and technical assistance activities that meet two criteria: (a) included within the provincial 14th Five Year Plan project list; and (b) aligned with the provincial YRB plans.,0.8726591630415483
The Program’s results will be measured in terms of: (a) improved land and water management for reduction of soil erosion and of water pollution; (b) critical ecosystems restored for ecosystem services and biodiversity co-benefits; and (c) capacity strengthened for integrated landscape planning and management for ecosystem restoration and protection.,0.8466214266690341
The proposed PforR (“the Program”) is intended to support institutional interventions at the provincial level and direct investments for ecosystem restoration and protection in selected watersheds in Gansu and Shandong Provinces.,0.9086225683038885
"Among them, Dingxi and Tianshui municipalities are in the Wei River basin (a main tributary of the Yellow River, which drains into Shaanxi Province), with activities supported under YRB (Henan and Shaanxi); Baiyin is in the Zuli River basin (another Yellow River tributary), in which water quality poses serious challenges for ecosystem restoration and protection that are compounded by limited flows.",0.546907511624423
 The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) Figure 1.,0.0951352444562045
 The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) Figure 2.,0.3233070373535156
• Results Area 1: Implement sustainable land and water management practices.,0.839030612598766
"This RA aims to address the drivers of ecosystem degradation, such as soil erosion, water pollution, fires, and forest pests, and to achieve soil and water conservation, improved forest management and water pollution reduction.",0.5548414317044345
It will support: (a) soil and water conservation measures (farmland terracing) and reduction of soil erosion; (b) improved forest and grassland management (including fire and disease prevention and control); (c) improved management of soil salinity; (d) reduced pollution discharged to river systems through improving township domestic wastewater management (through new and rehabilitated wastewater treatment plants and networks); and (e) improved monitoring and capacity building for addressing pollution from livestock and other non-point source agricultural sources.,0.849535508589311
"Critical ecosystems for prioritized restoration are identified through the Technical Assessment (paragraph 39) to increase landscape-level ecosystem service values, biodiversity and climate co-benefits and to account for ecological flow water constraints.",0.8366784182461825
"It will support: (a) restoration of wetlands (invasive species management, including of plants and animals, restoration of coastal and riparian wetland ecosystems, and seagrass beds); (b) rehabilitation of river ecosystems, including river channel and riparian ecosystems, as well as flood plains; (c) reforestation and forest ecosystem restoration; and (d) grassland and other ecosystem restoration.",0.7990469499067827
• Results Area 3: Strengthen the capacity of integrated land and water resource management for ecosystem restoration and protection.,0.8620286421342329
This RA aims to strengthen government capacity for integrated landscape planning  The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) and decision-making for ecosystem restoration and protection.,0.8710984316739169
"The RA promotes integrated landscape approaches that simultaneously consider water scarcity and quality constraints in ecosystem restoration and protection, including the provision of ecosystem services and biodiversity benefits.",0.6444057551297274
"farmers, rangers, plantation owners on integrated landscape planning and decision-making for ecosystem restoration and protection.",0.7682039087468927
Differences between Results Areas and Outcomes under YRB-HS and YRB-GS YRB-HS YRB-GS Differences Rationale The two YRB-HS provinces in the middle reach of YRB include several large irrigation districts and face big water scarcity and balance challenges.,0.3209368098865856
YRB-HS therefore includes agricultural water efficiency improvement as a primary focus.,0.8248427997935902
"Although water scarcity is also a common challenge facing the two YRB-GS RA1: Improve YRB-GS does not include provinces, YRB-GS Program counties do not water use outcome indicators on water have large irrigation expansion and, therefore, RA1: Implement efficiency efficiency improvement agricultural water efficiency outcome was not sustainable land and included under YRB-GS.",0.9837017926302823
Water balance water management assessment considers other government practices activities (such as high-quality farmland and water saving irrigation development and reforestation of water-saving tree species) to ensure that water consumption in the Program areas remains within sustainable limits.,0.7540123679421165
YRB-GS includes the same Soil erosion control is a particularly relevant RA2: Improve results under YRB-HS RA2 and issue in the upstream areas and soil salinity is a water quality additional results on improved prominent issue in the downstream and delta land management practices region YRB-HS focuses on restoring basic biophysical conditions.,0.8602014021439985
The restoration activities are informed by YRB-GS targets to restore identifying priority ecosystems for restoration RA3: Improve critical ecosystems through RA2: Restore through landscape spatial assessments ecosystem integrated and spatial degraded ecosystems management ecological assessment YRB-GS also includes outcomes Critical for the enhancement of river and on river channel restoration in riparian ecosystems while reducing flood risks the upper reach downstream RA4: Integrating RA3: Strengthen the YRB-GS does not include a ecosystem and capacity of basin-level program which YRB- The achievements made under the YRB-HS water resources integrated land and HS has and therefore does not basin-level program will be utilized to provide management water resources target outcomes in the whole technical guidance for YRB-GS into strategic management for YRB planning ecosystem  The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) restoration and protection 24.,0.8663907484574751
"The World Bank loan of US$300 million will leverage US$1.411 billion of counterpart funding from the two provinces, while the basin-level Program established under YRB-HS will also provide institutional coordination and technical guidance for YRB-GS.",0.9059988368641246
Program Financing Source Amount Percentage of Total (US$ Million) Counterpart Funding 1411.00 82.5 Borrower/Recipient 1411.00 82.5 International Bank for Reconstruction and 300.00 17.5 Development (IBRD) Total Program Financing 1711.00 26.,0.9735993472012606
"The Program activities and their expected outcomes are also aligned with the Paris Agreement (see paragraphs 43 and 44 below), and will contribute to co- benefits in both climate mitigation and adaptation (see Table 4) and closing gender gaps in ecosystem restoration and protection in the Program areas (see paragraph 45).",0.4134270928122781
The proposed Program Development Objective is to improve land and water resource management and restore degraded ecosystems in selected areas in the Yellow River Basin in Gansu Province and Shandong Province.,0.8775426691228693
"Land area under sustainable landscape management practices (Corporate Results Indicator (CRI), Ha) b.",0.8194745670665394
"Reduced Pollutant loads (COD) entering rivers (Tons/year) c. Hectares of terrestrial and aquatic areas under enhanced conservation and management (Corporate Scorecard indicator, Ha), cumulative d. Sequestered CO2eq due to ecosystem restoration (tons/year) e. Number of technical documents for integrated landscape planning and decision making for ecosystem restoration and protection approved E. Disbursement-Linked Indicators and Verification Protocols 29.",0.867413954301314
"Five DLIs listed in Table 3 below have been selected based on their importance for incentivizing and capturing key program impacts, coupled  The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) with the feasibility of verifying target values, and the degree of government influence on their achievement.",0.852298996665261
"Proposed Loan Allocation to DLIs DLI Gansu Shandong Total of 2 provinces $ million % $ million % $ million % DLI1: Land area under sustainable 45.2 30.2 15.0 10.0 60.2 20.0 landscape management practices (CRI, Ha) DLI2: Areas of wetlands in priority river 3.0 2.0 74.9 49.9 77.9 26.0 basin locations restored (Ha), annual DLI3: Areas of forests in priority river basin 78.8 52.5 45.0 30.0 123.7 41.3 locations restored (Ha), annual DLI4: Length of river channels in priority 7.6 5.0 0.0 0.0 7.6 2.5 river basin segments restored (km), annual DLI5: Number of technical documents for 15.4 10.3 15.1 10.1 30.6 10.2 integrated landscape planning and decision making for ecosystem restoration and protection approved Total 150.0 100.0 150.0 100.0 300.0 100.0 30.",0.8795081918889825
"The verification procedures, implementation arrangements, and M&E plan for the Program will be included in a Program Implementation Plan (PIP), which will be prepared by Gansu and Shandong by loan effectiveness.",0.8330705816095526
"The national PSG, which will be established under YRB-HS within three months after the loan becomes effective and chaired by the NDRC Regional Economy Department, is tasked by the national government to coordinate implementation of the national Yellow River EP&HQD strategy.",0.860863598910245
The Provincial PSGs will provide leadership/coordination among  The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) the related government departments at the provincial level and provincial sector agencies will provide technical guidance.,0.8490832935680043
"While the PPMOs are responsible for institutional and capacity building activities, Program counties will be responsible for implementation of physical investments.",0.8315476504239169
"Gansu and Shandong have established their JEGs, consisting of experts in the fields of ecosystem protection, biodiversity, water resources, and pollution control, as well as environmental, social, and fiduciary aspects.",0.7363224029541016
"The role of JEGs is to provide technical supports to the PPMOs during Program preparation and implementation, including carrying out technical assessments and having technical discussions with the corresponding World Bank specialists.",0.7599856636740945
"Program results targets will be monitored internally by the PMOs and the DLIs will be verified by a third-party verification agency (TPVA) engaged by the implementation entity in each province, with the Terms of Reference cleared by the World Bank.",0.51801551472057
Technical assistance on M&E will be provided during implementation to the Shandong and Gansu Program teams as part of the World Bank’s implementation support.,0.855881084095348
A 25 percent advance payment from the loan (US$75 million) has been proposed by the Shandong and Gansu provinces towards covering a part of the implementation costs for achieving the initial results and support Program activities for subsequent results.,0.8851621801202948
"Capacity building activities will be carried out at the provincial, municipal, and county levels to enhance technical capacity, institutional collaboration, fiduciary management, and the management of environmental and social systems.",0.8809495405717329
"Technical training will be given to carry out the necessary assessments for implementation of the integrated landscape approach for ecosystem restoration and climate resilience across sectors and jurisdictions, including: (a) assessments and optimization of ecosystem services and their adaptation to climate change; (b) remote sensing approaches to consumption-based monitoring and water balance assessments; and (c) water quality modeling using the SWAT17 model.",0.8610151464288885
"Training will be conducted by the Bank to enhance the capacity for institutional collaboration, fiduciary management, and the management of environmental and social systems, particularly the standards and requirements for the PforR instrument, within three months of loan effectiveness and throughout Program 17 The Soil & Water Assessment Tool (SWAT) is a river basin-scale model used to simulate the quality and quantity of surface and ground water and predict the environmental impact of land use, land management practices, and climate change.",0.8698740005493164
 The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) implementation.,0.8426175550981001
"Training on Program implementation, monitoring, and verification will be financed by the identified government expenditure with the outcome monitored by an intermediate indicator under RA3.",0.7489292838356711
The proposed YRB-GS will support Gansu and Shandong in implementing their provincial and local investment plans to achieve the ecosystem restoration and protection objective specified in the YRB Plan and the Yellow River Protection Law.,0.9253498424183239
The selected Program areas are critical to ecosystem restoration in the YRB.,0.7781113711270419
"They are facing competing demands for water resources, periodic water shortages or floods, sedimentation, and the loss of wetlands and biodiversity, which have global significance.",0.8089765201915394
The Program activities include physical investments in the six municipalities and technical assistance in institutional and capacity strengthening at the provincial and municipal/county levels.,0.821478236805309
"They are aligned with the administrative responsibilities of the different levels of government and will be used to support the implementation of the YRB plan, as well as institutional and capacity building for ecosystem restoration and protection at the provincial level.",0.8524100563742898
The integrated consideration of the various requirements for natural resource utilization and ecosystem protection is emphasized through an integrated landscape management approach.,0.8116069273515181
The proposed Program activities were assessed and prioritized through the Technical Assessment following an integrated landscape approach in two representative sub river basins within the Program area: the Sandu River Basin in Gansu and the Tuhai River Basin in Shandong.,0.4244897148825906
This included: (a) a spatial planning exercise to identify priority ecosystem services (ES) and areas for ecosystem restoration; (b) a water balance assessment using remote sensing and site visits to evaluate water resource availability; and (c) a water quality assessment to determine the environmental carrying capacity (EC) for pollution loads in the selected watersheds.,0.8439556468616832
The water balance and EC assessments help make sure that interventions identified by the ES assessment can achieve sustainable outcomes within water resource and quality constraints.,0.04297036474401301
Critical ecosystem services and priority areas for ecosystem restoration were identified through the Technical Assessment and are incentivized through DLIs.,0.8566194881092418
The assessments identified the priority locations for ecosystem restoration and provided a set of recommendations to: (a) improve ecosystem quality through augmented ecosystem structures and species’ compositions; (b) increase patches of natural habitats for biodiversity conservation; and (c) enhance landscape connectivity by creating ecological corridors that connect fragmented habitats in the landscape.,0.54651724208485
"DLIs 1 to 4 incentivize sustainable landscape management measures and the restoration of critical wetlands, forest and river ecosystems that are identified as the most important through such spatial assessment.",0.8169506246393378
"DLI5 incentivizes the adoption and scaling-up of such integrated landscape planning and decision-making to improve the provinces’ approach to prioritizing restoration actions, which will generate long-term institutional impacts even beyond the Program.",0.8680601119995117
Ecosystem restoration interventions will follow international best practices as well as existing technical standards at national and local level.,0.7640327973799272
The Technical Assessment draws on the international best practices on landscape approach and Nature-based Solutions (NbS) to maximize the synergies of development and nature conservation.,0.32615160942077637
"NbS interventions are proposed – with specific guidance on designs and spatial prioritization – for farmland terracing, restoration of forests, wetlands and river ecosystems.",0.8399939970536665
"For each DLI, verification Protocol in Annex 2 reflects required  The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) technical standards at national and local level, as well as applicable lessons and experience from international best practices18.",0.8016608845103871
"While activities under the PforR Program will increase natural water consumption by 6.01 million m3 in the Sandu River Basin, forest quality improvement, high standard cropland construction and water-saving irrigation activities in the Government program are assessed to reduce water consumption by 9.2 million m3, resulting in a reduction of 3.19 million m3 in water consumption by the end of the Program.",0.8698463439941406
"Similarly, in the Tuhai River Basin in Shandong, 9.10 million m3 of water consumption are expected to be saved from forest quality improvements, high standard croplands, and water-saving irrigation activities in the Government program, exceeding the additional 3.64 million m3 of water consumption incurred by this Program, resulting in an expected decrease of 5.46 million m3 in net water consumption in the basin by the end of the Program.",0.866727048700506
"Furthermore, the Program also support the Government to develop appropriate institutions (DLI5) to implement the integrated landscape management for ecosystem restoration and protection taking into water resource considerations.",0.8622228449041193
"The water pollution reduction efforts and outcomes supported by the Program contribute to water quality compliance within the assessed sub river basins, underpinning sustainable outcomes for healthy ecosystem restoration.",0.7197887247258966
"TP and ammonia nitrogen concentrations failed to meet the water quality requirement during dry seasons from January to March, when river flows are low, particularly in the Sandu River Basin in Gansu.",0.725943998856978
