seq,pro-growth
These local investments will support behavior change for cleaner and greener urban space and healthier coastal and aquatic ecosystems.,0.04309652610258623
"This component will finance construction works, consulting services, non-consulting services, goods, and training to operate and maintain sewer systems, trucks, and treatment plants.",0.9087605042891069
Subcomponent 2.1: Expansion of sanitation infrastructure (EUR 54.55 million (USD 57.81 million equivalent)) 37.,0.9132719039916992
This subcomponent will finance investments in infrastructure improvements in selected municipalities to improve sanitation services and reduce/control point source pollution of waterbodies within the Vjosa River Basin.,0.9180750413374468
"The project will support (i) the construction of selected sanitation facilities; (ii) rehabilitation, improvement, and expansion of sewers; (iii) provision and installation of on-site or decentralized sanitation solutions (such as individual systems not connected to a central wastewater treatment system); and (iv) provision of operational equipment, including vacuum trucks and tools for sewer network maintenance; (v) carrying out an assessment of pollutants and sludge quality; and (vi) provision, implementation and monitoring the Intra-Domiciliary Sanitation Investments (IDSI) for qualifying 29 households.",0.7023885466835715
Subcomponent 2.2: Improved sanitation facilities and management (EUR 0.96 million (USD 1.02 million equivalent)) 39.,0.8270726637406782
The project will support small-scale investments to prevent nutrient runoffs from agriculture and siltation from erosion in select locations of the Vjosa River Basin.,0.43124957518144086
"The small-scale investments promoting sustainable agriculture practices, livestock manure management, pasture regeneration, organic fertilization, composting, and improved farming practices, will engage farmers and local user groups from the villages in the watershed of the Vjosa River.",0.5632163394581188
"Summary of Project Costs, Financing, and Responsible Entity by Component Implementing Components Cost (EUR, millions) Agency (IA) Component 1: Promote Integrated and Circular Approaches for Protection of MoTE 13.03 Landscapes and Water Resources Subcomponent 1.1: Institutional support for sustainable performance, enhanced MoTE 1.04 monitoring and transition to circular economy Subcomponent 1.2: Environmental-Performance Based Investments for local MoTE 9.44 pollution prevention Subcomponent 1.3: Behavioral change support and dissemination for scaling up MoTE 2.55 Component 2: Reduce Water Pollution in the Vjosa River MoTE/AKUM 58.56 Subcomponent 2.1: Expansion of sanitation infrastructure AKUM 54.55 Subcomponent 2.2: Improved sanitation facilities and management AKUM 0.96 Subcomponent 2.3: Non-point source pollution prevention MoTE 3.05 Component 3: Project Management, Monitoring and Evaluation MoTE/AKUM 3.91 Subcomponent 3.1: Management and coordination activities by MoTE MoTE 2.39 Subcomponent 3.2: Management and coordination activities by AKUM AKUM 1.52 TOTAL 75.50 C. Project Beneficiaries 42.",0.3791237310929732
"The project activities are expected to directly benefit an estimated 138,800 people (5 percent of the Albanian population) through improved SWM and sanitation services.",0.8771227056329901
"An estimated 87,000 beneficiaries in selected municipalities will benefit from better SWM with increased collection, separation, and recycling of municipal waste.",0.4655544541098855
"An estimated 51,800 beneficiaries in selected municipalities will also benefit from gaining access to new and/or improved sanitation services.",0.797472433610396
"Institutional stakeholders, namely MoTE and AKUM, are expected to benefit, along with municipal governments, from better solid waste and sanitation management, monitoring and improved planning environment, an improved regulatory framework for operational and financial sustainability, and capacity building and training workshops.",0.6275425390763716
"The central problem statement the project tries to address is aquatic pollution from land-based sources (municipal waste, wastewater, sediment, and nutrients) damaging the economic development potential based on the natural assets of the South-West Coastal Belt of Albania.",0.8173924359408292
"Planned activities are expected to help reduce pollution at the landscape level, and in the long run, these outcomes will result in economic gains and enhance the well-being of Albanians, generate climate co-benefits for increased resilience, and support Albaniaâs transition to the circular economy and alignment with the EU acquis.",0.6364022601734508
"The WBG adds value by convening global experience, knowledge, sectors, and organizations to support investing in adequate solutions.",0.6018192551352761
"The project aims at coordinating and maximizing potential sources of finances, prioritizing grants for TA, building capacity, and piloting innovative pollution reduction approaches through the EPBI.",0.46834958683360706
The remaining activities are of a public sector nature and focus on creating the right environment for the implementation of pollution reduction strategies that are more efficient and environmentally sustainable and supporting priority investments that cannot be supported by the private sector.,0.8334438150579279
"To ensure the sustainability of public investments in the coastal areas of Albania, a consensus among various development partners and country stakeholders is essential.",0.5358967781066895
"To address this challenge, the project will make the best use of the resources and technical knowledge available to support implementation of NBS, for example, the World Bank and the Natural Capital Project 31 have together developed knowledge to enable rigorous NBS benefit assessment to inform projects across sectors.",0.4795214046131481
AKUM will establish a Project Coordination Unit (PCU) which will also manage the World Bank-funded Program-for-Results on National Water Supply and Sanitation Sector Modernization Program.,0.6819873723116788
"Moreover, project investments are complementary to the ongoing Albania Sustainable Growth (P178202) Development Policy Financing (DPF) which includes related prior actions on ban of single-use plastic bags and approval of an EPR.",0.620162617076527
"The financial viability of SWM and WSS are presently very low, in part due to politically driven low tariff levels, which limit the overall availability of funding sources to improve and expand service delivery.",0.8572024432095614
"With regard to 8 The World Bank Clean and Resilient Environment for Blue Sea Project (P176163) investments in WSS utilities, technical inputs for ERRU will be provided to update the regulatory framework on sanitation cost structure, including a framework for setting tariffs/fees for sanitation that reflect the costs of providing services and the payment capacity of users (Subcomponent 2.2).",0.8076764887029474
"Moreover, specific activities to support the overall sector reform are planned under the complementary National Water Supply and Sanitation Sector Modernization Program (P170891) program-for-results operation which includes as Result Area 2 âto improve the operational efficiency and financial performance of WSS utilities by supporting business planning and targeted investments.â The EPBI to the municipalities (Subcomponent 1.2) includes cost recovery as one of the three criteria monitored for reward, thus providing an incentive to improve financial sustainability.",0.8920320164073597
The economic cost-benefit analysis has been carried out to assess the economic viability of the proposed investments.,0.8624072508378462
"The project is expected to bring sizable economic and social benefits to the local communities, business, and industries by reducing pollution from land-based sources into the aquatic environment in selected areas of the South-West coastal belt of Albania.",0.900101054798473
Reduction of point and NPS sources through investments in wastewater treatment and other sanitation facilities would improve the public and ecosystems health by reducing the risk of diseases and protecting quality of surface and groundwater resources in the Vjosa river basin.,0.4491856748407537
"The cleaner environment will improve the aesthetics of the coastal area and provide additional opportunities for the development of tourism, increasing employment and incomes of the local population.",0.916277365251021
The package of proposed investments in improving municipal solid waste management and wastewater treatment and sanitation facilities in the project area was found to be economically viable with the project Economic Rate of Return (EIRR) estimated at 9.5 percent and the Net Present Value (NPV) of USD 22.1 million at a discount rate of 6 percent (see annex 6).,0.9200160286643289
The benefits quantified in the economic analysis capture only part of the project benefits and their total economic value estimated in this EA is considered conservative.,0.27858287637883966
"Using the shadow prices of carbon as recommended by the World Bank Guidance for a low- and high-level scenarios, it was estimated that the value of the GHG emissions reduction over the project lifetime constitutes between 3.8 percent (the low case) and 7.4 percent (the high case) of the project total net benefit, increasing the project NPV to USD 26.6 million and USD 31.2 million, and EIRR to 10.1 percent and 10.7 percent, respectively to the low and high case scenarios.",0.6195304610512473
"The project will improve the quality and reliability of important public services notably sewage water treatment, and collection and processing of solid waste, thus improving the environmental and socio-economic situation in the project area.",0.672240517356179
"Given that investment locations are not determined precisely, a Resettlement Policy Framework (RPF) to guide the project in dealing with restrictions to access, 1 The World Bank Clean and Resilient Environment for Blue Sea Project (P176163) or any economic and/or physical displacement will be prepared.",0.47390127182006836
"The 2 The World Bank Clean and Resilient Environment for Blue Sea Project (P176163) feasibility studies and engineering designs (financed under the IPF) of facilities and infrastructure for the projectâs investments will include building resilience to drought, flooding, and sea level rise where relevant.",0.8375579660589044
"Further increases in energy prices are a key risk to growth, as they could affect real disposable income, slow poverty reduction, and constrain fiscal space.",0.8825609900734641
"Moreover, as a small, open economy, Albania is highly exposed to external shocks, such as recession in Europe or further tightening of financing conditions in international capital markets beyond the current year.",0.25873253562233667
"These will be mitigated by the fact that project will strengthen the financial sustainability of waste management utilities through activities that support cost recovery, tariff setting, and collection studies and through technical inputs support to update the regulatory framework on sanitation cost structure, including a framework for setting tariffs/fees for sanitation.",0.7848242846402255
"Moreover, specific activities to support the overall sector reform are planned under the complementary National Water Supply and Sanitation Sector Modernization Program (P170891) program-for-results operation.",0.6850608478892933
"As the 2021 EU Commission Report on Albania recalls, Albaniaâs final EU accession depends on lasting, in-depth, and irreversible reforms across fundamental areas, starting with the rule of law and the functioning of democratic institutions.",0.23003963990644974
"Further, as part of project preparation, a pilot implementation of the decision tree framework for sanitation infrastructure has started for the municipality of Permet, which will allow for early implementation of activities.",0.5013953555714
"The risk will be further mitigated by the project through institutional development, and improved data management to ensure investments are sustainably planned, implemented, and operated.",0.9213224757801403
"Moreover, the central government has demonstrated a high level of political leadership and committed additional state budget allocations for investments and TA resources through the proposed project, the Albania Water Supply and Sanitation Sector Modernization Project (P170891), and the Albania Sustainable Growth (P178202) Development Policy Financing (DPF).",0.834965012290261
These will serve as an incentive for waste and water utilities to engage in reform and improve performance.,0.7700891494750977
"Moreover, the construction of planned infrastructure could affect private lands.",0.6893100305037065
"Project Management, Monitoring and Evaluation 8 The World Bank Clean and Resilient Environment for Blue Sea Project (P176163) Monitoring & Evaluation Plan: PDO Indicators by PDO Outcomes To reduce pollution from land-based sources into the aquatic environment Population covered by municipal waste collection service (Percentage) This indicator measures the number of people benefiting from municipal waste collection service out of the total Description number of people in the Vlora South â Gjirokaster waste zone.",0.5164128650318492
Responsibility for Data NEA/AKUM Collection Monitoring & Evaluation Plan: Intermediate Results Indicators by Components Component 1: Promote Integrated and Circular Approaches for protection of Landscapes and Water Resources Municipalities improving waste management service performance (Number) This indicator measures the improvement of municipal solid waste management in municipalities benefitting from environmental investments for local pollution prevention/reduction.,0.7957949204878374
"collection, recycling, transfer, and/or disposal costs) Frequency Yearly Data source Performance Monitoring Information System established at municipalities/ Project progress reports Methodology for Data Annual revenue from waste management (fee collection) as a percentage of the total cost of municipal solid waste Collection service delivery in selected municipalities that qualify for EPBI investments Responsibility for Data Municipalities/NEA Collection Municipal waste recycled (Metric tons/year) Description This indicator measures the weight of waste collected annually by municipalities that is then separated for recycling Frequency Yearly Data source Reports produced by the municipal wasterecycling centers Methodology for Data Total municipal waste collected and separated for further processing (recycling) is weighed at municipal waste recycling Collection centers Responsibility for Data Municipalities/NEA/ site operators Collection Municipalities with a Performance Monitoring Information Systems (MIS) for municipal solid waste that is operational and reporting on key KPIs (Number) This indicator measures the operationalization and effective adoption by targeted municipalities of the MIS set up by the Description project for monitoring municipal solid waste management.",0.6773098598827015
Frequency Twice during the life of the project (mid-term review and project completion Data source Communication from municipalities Methodology for Data Observation Collection Responsibility for Data MoTE/NEA and Municipalities Collection Component 2: Reduce Water Pollution in the Vjosa River New treatment plants for wastewater / sludge established and operational (Number) This indicator measures the extended coverage of wastewater / sludge treatment plants.,0.6881390051408247
Frequency Once at project completion Data source Project Completion report Methodology for Data Observation Collection Responsibility for Data MoTE/AKUM Collection Infrastructure integrating climate change related risks in the design (Percentage) This indicator measures the share of infrastructure financed or supported by the project that have been designed taking Description climate change risks into account Frequency Twice during the life of the project (mid-term review and project completion) Data source Project Progress Report Methodology for Data The ratio of facilities number considering climate resilience aspects in design toward total number of designed facilities Collection under the project will produce the indicator 0 The World Bank Clean and Resilient Environment for Blue Sea Project (P176163) Responsibility for Data MoTE/AKUM Collection On-site/decentralized sanitation solutions implemented and operational (Number) This indicator measures the number of individual sanitation solutions financed by the project.,0.7900445244529031
"The sanitation solutions Description are a combination of grey and green infrastructure, and will include new sanitation facilities for urban agglomerations as well as on-site or decentralized sanitation solutions.",0.7023842118003152
Frequency Twice during the life of the project (mid-term review and project completion) Data source Project Progress Report Methodology for Data Observation Collection Responsibility for Data AKUM Collection People provided with access to improved sanitation services (Number) CRI The indicator measures the cumulative number of people who benefited from improved sanitation facilities that have Description been constructed through operations supported by the World Bank.,0.9513551538640802
Frequency Twice during the life of the project (mid-term review and project completion) Data source Mid-Term and Final Beneficiaries Survey Methodology for Data Survey Collection Responsibility for Data AKUM Collection People provided with access to improved sanitation services - Female (RMS requirement) (Number) CRI The indicator measures the cumulative number of people (females) who benefited from improved sanitation facilities Description that have been constructed through operations supported by the World Bank.,0.9444008740511808
Frequency Twice during the life of the project (mid-term review and project completion) Data source Mid-Term and Final Beneficiaries Survey Methodology for Data Survey Collection Responsibility for Data AKUM Collection People provided with access to improved sanitation services - rural (Number) CRI The indicator measures the cumulative number of people (rural) who benefited from improved sanitation facilities that Description have been constructed through operations supported by the World Bank.,0.955215800892223
Frequency Twice during the life of the project (mid-term review and project completion) Data source Mid-Term and Final Beneficiaries Survey Methodology for Data Survey Collection Responsibility for Data AKUM Collection People provided with access to improved sanitation services - urban (Number) CRI The indicator measures the cumulative number of people (urban) who benefited from improved sanitation facilities that Description have been constructed through operations supported by the World Bank.,0.9548051140525124
Frequency Twice during the life of the project (mid-term review and project completion) Data source Mid-Term and Final Beneficiaries Survey Methodology for Data Survey Collection Responsibility for Data AKUM Collection People with access to safely managed sanitation services (Number) Description This indicator will measure the impact of the expansion of sanitation infrastructure supported by the project on the 1 The World Bank Clean and Resilient Environment for Blue Sea Project (P176163) population.,0.8984302173961293
Frequency Twice during the life of the project (mid-term review and project completion) Data source Mid-Term and Final Beneficiaries Survey Methodology for Data Survey Collection Responsibility for Data MoTE/AKUM Collection Municipalities with a GIS-based information system operational (Number) This indicator measures the number of municipalities benefitting from the improved monitoring of the provision of Description sanitation services and environmental protection.,0.8177224072543058
Frequency Twice during the life of the project (mid-term review and project completion) Data source Report from MoTE Methodology for Data The measurements are realized based on the assessments of volume of works derived from the certified situations by Collection assigned teams of experts Responsibility for Data MoTE/ Vjosa Park Administration Collection Share of activities that are designed and implemented through engagement of stakeholders and public (Percentage) This indicator measures the stakeholder engagement in the design and implementation of the project.,0.16045598550276322
AKUM will establish a Project Coordination Unit (PCU) which will also manage the World Bank-funded Program-for-Results on National Water Supply and Sanitation Sector Modernization Program.,0.6819873723116788
Municipal utilities will work with AKUM to develop higher technical capacities and to achieve economies of scale for service provision through the utility aggregation planned in the strategy.,0.8935630971735175
"Municipalities and municipal utilities in the Vjosa River Basin will assess current needs, participate in project planning, and monitor progress toward the achievement of specific sanitation targets in their territories (Component 2).",0.49340261112559924
"The last Public Expenditure and Financial Accountability assessment for Albania, from 2016, concluded that Albania has advanced in some areas such as budget credibility, elements of fiscal transparency, monitoring of expenditure arrears, and procurement.",0.35254211859269574
Local investment programs.,0.6891901709816672
The projectâs total value is US$80 million.,0.6374452330849387
"Works will total US$49.7 million, followed by goods and non-consulting services in the amount of US$13.",0.6084397489374335
0 The World Bank Clean and Resilient Environment for Blue Sea Project (P176163) 10 million and consultancy services in the amount of US12.38 million.,0.5346348068930886
The project will also include two investment schemes in the amount of US$9.42 million.,0.9090594378384677
Experience from MoTE and AKUM highlighted both local and foreign construction enterprises have interest in participating in similar biddings (usually 4â6 bidders expressed interest in each tender of similar works).,0.47741417451338336
Works required under the project include the construction of six new WWTPs for urban agglomerations in the priority municipalities.,0.35582746158946643
Implementation of investments scheme.,0.6994292085820978
"Investments scheme will be provided (i) under Component 1 through EPBIs to municipalities in the project area which commit to improved environmental services and (ii) under Component 2, through IDSIs to qualifying households.",0.14180573550137607
AKUM also has experience in implementing World Bank projects (Water Sector Investment Project which was completed in March 2020 and the Program-for-Results on National Water Supply and Sanitation Sector Modernization Program (P170891) which became effective in May 2023).,0.9131609309803356
"The majority of activities to be implemented by AKUM are works contracts, not complex by nature of investment but spread across different municipalities.",0.47195607965642755
"Project Climate co-benefits by Components Components Climate Adaptation Climate Mitigation Component 1: â¢ Local investments and technical â¢ The project will support reforms in Promote Integrated support for behavior change SWM that help reduce sectoral and Circular incentives and to support the GHG emissions (for example, Approaches for adoption of waste separation and improved data management and Protection of improved sanitation will facilitate smart monitoring for improved Landscapes and Water the transition from a climate- performance).",0.8082706278020685
6 The World Bank Clean and Resilient Environment for Blue Sea Project (P176163) Components Climate Adaptation Climate Mitigation Component 2: Reduce â¢ All investments will consider â¢ Improved efficiency in wastewater Water Pollution in the climate-change-related risks to management service provision will Vjosa River ensure climate resilience of planned contribute to reducing the sector infrastructure.,0.7544273029674183
"maintenance and operation, â¢ Construction of planned including smart lighting, efficient infrastructure will adhere to design electricity measures, and building principles that ensure climate envelope design considerations.",0.08741734244606712
The committees will ensure local citizensâ feedback and suggestions are addressed by the infrastructure improvements and will enable participatory monitoring of sanitation solution constructions.,0.14390271360223944
Rapid and frequent citizen â¢ Collect data on beneficiariesâ perceptions on infrastructure satisfaction surveysâ improvements and the EPBIsâif they reflect their needs.,0.622487024827437
"Improving Human Endowments (health, education, and social protection) Women are more affected by the lack of Under the Intra-Domiciliary Sanitation Investments wastewater treatment and by an inoperative (IDSIs) (annex 5 paragraph 23) for improved sewerage system due to their domestic and sanitation facilities, project investments will increase health and hygiene needs.",0.720124981620095
"The project applies an integrated approach to SWM investments, considering circular economy principles, and support for more sustainable system environmentally, financially, and operationally as the waste management system modernizes.",0.8141582662409003
"This component will finance consulting services, non-consulting services, goods, and training.",0.7422115152532404
"Waste Zones and Regional Waste Management Facilities in Albania Subcomponent 1.1: Institutional support for sustainable performance, enhanced monitoring and transition to circular economy (EUR 1.04 million (USD 1.10 million equivalent)) 3.",0.020613105459646744
Subcomponent 1.2: Environmental-Performance Based Investments for local pollution prevention (EUR 9.44 million (USD 10.0 million equivalent)) 5.,0.5684813586148348
"Municipalities will receive local investment upon measurable and sustained improvements on solid waste collection, increased solid waste service coverage levels, and/or cost recovery.",0.39088747718117456
These local investments will support behavior change for cleaner and greener urban space and healthier coastal and aquatic ecosystems.,0.04309652610258623
The following additional factors will be used for municipality prioritization: (i) Development of a waste management investment plan (ii) Adequate number of technical waste management staff for planning and operations as well as data management and monitoring functions 7 The World Bank Clean and Resilient Environment for Blue Sea Project (P176163) (iii) Development of a capacity-building plan to support improvements of targeted key performance indicators (KPIs) (iv) Budget allocation and investments in SWM and circular economy over the past four years.,0.8837613192471591
The anticipated design of the program is as follows: Annual Administrative Arrangements â¢ MoTE should publish performance guidelines for the calendar year and the formula that will be used in the subsequent year to determine performance-based investment allocations.,0.4035954475402832
"â¢ MoTE should verify results, prepare a monitoring report on the performance of municipalities under the performance-based investment framework, and recommend the investment allocation for each municipality.",0.7935612418434836
It should publish the monitoring report on the performance of municipalities under the performance-based investment framework.,0.15461140329187567
"Based on the investment plan prepared by the municipalities, the PMT will procure the goods or works up to the allocated amount under EPBI.",0.847479993646795
Performance Targets and Local Investment Allocation Formula â¢ Targets under the performance-based investment framework should align with the indicators in the National Waste Management Strategy as well as the Waste Management Plans which have been defined and implemented in some municipalities.,0.6244441379200328
8 The World Bank Clean and Resilient Environment for Blue Sea Project (P176163) â¢ Differentiated financial incentives for larger versus smaller municipalities would occur since service provision costs would differ.,0.711761084469882
"Collection coverage Incremental If local government improves = quantity of waste collected/quantity of waste generated performance performance or remains a high performer, an incentive will be (Measuring Indicator 5 in the National Waste Management granted.",0.23084623163396661
"Cost recovery Incremental If local government improves = annual revenues from waste management/operating costs performance performance or remains a high of waste collection performer, an incentive will be granted.",0.5689896236766468
"To ensure the appropriate enabling environment for municipalities to achieve performance improvements through EPBI, the project will support a set of upfront investments during the first two years of project implementation to underpin solid waste service delivery by participating municipalities.",0.020905260335315357
"Given the importance of behavior change for source separation and plastics recycling in areas of high population and tourism, solar compaction bins will be made available for selected EPBI-participating municipalities in need of appropriate solutions for managing peak volumes of waste generation in an eco-friendly manner, and/or for other municipalities benefiting from investments in recycling supported by other development partners.",0.7062207568775524
"This component will finance construction works, consulting services, non-consulting services, goods, and training.",0.8980850739912554
"Municipalities and municipal utilities in the Vjosa River Basin will play an instrumental role in this project by assessing current needs, participating in project planning, and monitoring progress toward the achievement of specific sanitation targets in their territories.",0.18642655285921964
Municipal utilities will work with AKUM to achieve economies of scale for service provision and develop higher technical capacities.,0.8897799578579989
Subcomponent 2.1: Expansion of sanitation infrastructure (EUR 54.55 million (USD 57.81 million equivalent)) 14.,0.9144325256347656
"Under this subcomponent, the project will finance investments in infrastructure improvements in selected municipalities to improve sanitation services and reduce/control point source pollution of waterbodies within the Vjosa River Basin (namely Vjosa and Drinos Rivers as well as groundwater).",0.9244483600963246
The project will support (i) the construction of selected 42World Bank.,0.35030367157676
"1 The World Bank Clean and Resilient Environment for Blue Sea Project (P176163) sanitation facilities for urban agglomerations in the prioritized municipalities; (ii) rehabilitation, improvement, and expansion of sewers to benefit up to 11,000 inhabitants which would allow wastewater generated by 30,000 inhabitants to be properly treated before being discharged to the water bodies; (iii) provision and installation of on-site or decentralized sanitation solutions (such individual systems not connected to a central wastewater treatment system) to benefit 8,000 inhabitants; and (iv) provision of operational equipment, including vacuum trucks and tools for sewer network maintenance; (v) carrying out an assessment of pollutants and sludge quality; and (vi) Intra-Domiciliary Sanitation Investments (IDSI) for qualifying 43 households.",0.9194882999766957
"The GoA through AKUM will prepare the TOR to engage a consulting firm to have detailed designs for all benefitting municipalities following the framework agreed; these services will be included in the advanced procurement package, which will be procured by July 2023 to ensure delivery of detailed designs by the first year of project implementation.",0.310451247475364
The committees will ensure local citizensâ feedback and suggestions are addressed by the infrastructure improvements and will enable participatory monitoring of sanitation solution constructions.,0.14390271360223944
"The project will also support IDSIs for qualifying households to support the transition from improved 44 sanitation systems to safely managed 45 sanitation systems by connecting existing sanitary infrastructure to new or rehabilitated networks or to an improved on-site sanitation system (for example, improved septic tanks).",0.9367109645496715
"To incentivize households to move up in the sanitation ladder and control the amount of organic load and nutrients being discharged to the water bodies, the project will provide investments to the households that agree on transitioning to a safely managed system.",0.7920452464710582
AKUM and the municipalities will determine the areas where sewer systems will be rehabilitated and expanded according to the definition of âagglomerationsâ following EU Directive (91/271/EEC).,0.5757632689042524
"This is an extremely ambitious target and, therefore, justifies the establishment of a local investment program to incentivize vulnerable households to connect.",0.7298946380615234
Subcomponent 2.2: Improved sanitation facilities and management (EUR 0.96 million (USD 1.02 million equivalent)) 23.,0.8221398266878995
"The project will provide support to AKUM, ERRU, and the regional utilities in the development of institutional, policy and regulatory frameworks on sewage management and sanitation services that will be required to carry out their mandates for improved sewage management and sanitation service provision; coordination between different agencies and alignment of relevant policies.",0.20731078494678845
"Support will include (i) technical assistance to carry out studies to develop a strategy for sanitation services and regional/municipal water and sanitation plans; (ii) technical assistance to strengthen planning for nature- based solutions to reduce water pollution; (iii) assistance for regional/municipal water and sanitation plans and for regional utility aggregation; (iv) training to operate and maintain sewer systems, trucks and treatment plants (the training will be gender friendly); (v) designing and implementing a unified information system to monitor the provision of sanitation service and environmental protection; and (vi) technical assistance to carry out studies to support the update of a regulatory framework on sanitation cost structure.",0.8769474896517667
The project will support small-scale investments for reducing NPS pollution in the watershed of Vjosa to prevent nutrient runoffs from agriculture and siltation by erosion in select locations of the Vjosa river Basin.,0.2635422403162176
"The small-scale investments promoting sustainable agriculture practices, livestock manure management, pasture regeneration, organic fertilization, composting, and improved farming practices, will engage farmers and local user groups from the villages in the watershed of the Vjosa River.",0.5632163394581188
"While the definition of the territory for the national park and its zoning are yet to be developed, the prospects for restoring and expanding the 4 The World Bank Clean and Resilient Environment for Blue Sea Project (P176163) wetlands close to the river delta and in the lower plains of tributaries seems realistic in Shushica and Drinos.",0.6524193070151589
"The project is expected to bring sizable economic and social benefits to the local communities, business, and industries by reducing pollution from land-based sources into the aquatic environment in selected areas of the South- West coastal belt of Albania.",0.900101054798473
